t,th1,w1,th2,w2,l1,l2,l3,l4
23.84,0.571074,2.68912,86.9291,10.3087,21.6766,4.82275,-1.17154,-25.4587
23.88,0.661276,1.79319,87.3594,11.2396,22.0903,4.87569,-1.58729,-25.4796
23.92,0.712597,0.756129,87.8329,12.5121,22.4989,4.94105,-2.0615,-25.3508
23.96,0.722099,-0.226991,88.3653,14.0685,22.3886,4.93247,-2.1617,-24.9345
24,0.705587,-0.410112,88.9381,14.1807,22.1389,5.02125,-1.5976,-25.3241
24.04,0.701781,0.286837,89.4761,12.6512,22.5493,4.9818,-1.75922,-25.7334
24.08,0.729403,1.08077,89.9556,11.4323,22.3875,4.7577,-1.41551,-25.8325
24.12,0.786754,1.76763,90.3985,10.795,22.2714,4.43956,-1.01275,-25.8305
24.16,0.86935,2.34437,90.8245,10.5596,22.2252,4.48595,-0.998152,-25.7903
24.2,0.972841,2.81075,91.2468,10.5921,22.2897,4.69068,-1.21327,-25.7376
24.24,1.09245,3.14374,91.6742,10.7946,22.4811,4.63773,-1.27745,-25.6884
24.28,1.22183,3.28694,92.1109,11.0309,22.6559,4.48274,-1.23622,-25.6542
24.32,1.35174,3.15717,92.5542,11.0853,22.6573,4.72361,-1.4701,-25.6444
24.36,1.47018,2.71695,92.993,10.8002,22.4972,5.15604,-1.7917,-25.6692
24.4,1.56597,2.04508,93.4148,10.2676,22.4099,5.30653,-1.92136,-25.7299
24.44,1.63247,1.27254,93.8144,9.72691,22.482,5.17323,-1.90284,-25.8086
24.48,1.66763,0.486544,94.1956,9.38372,22.6457,4.92764,-1.81767,-25.8827
24.52,1.67154,-0.290056,94.5697,9.38748,22.9207,4.61811,-1.72123,-25.9358
24.56,1.6443,-1.0751,94.9531,9.87252,23.2821,4.3031,-1.65179,-25.9442
24.6,1.58555,-1.84727,95.3662,10.8305,23.4931,4.13352,-1.62763,-25.8248
24.64,1.50076,-2.29318,95.8144,11.3714,22.6753,4.6273,-1.61278,-25.4211
24.68,1.41135,-2.09819,96.2552,10.512,22.3277,4.62459,-1.5972,-25.232
24.72,1.33557,-1.68847,96.6533,9.44776,22.2065,4.68001,-1.64896,-25.2937
24.76,1.27559,-1.32099,97.0177,8.86228,22.2057,4.65646,-1.72258,-25.2738
24.8,1.22926,-1.00125,97.3686,8.7557,22.7252,4.16301,-1.77629,-25.2144
24.84,1.1952,-0.705485,97.7236,9.05327,23.1306,3.81154,-1.73953,-25.1862
24.88,1.17219,-0.46151,98.0965,9.60736,23.2574,3.71723,-1.52586,-25.2754
24.92,1.15564,-0.417451,98.49,9.98914,22.7821,4.24064,-1.27351,-25.4815
24.96,1.1338,-0.732994,98.8868,9.75397,22.5692,4.6062,-1.24262,-25.725
25,1.09358,-1.30188,99.2665,9.2452,22.8154,4.4669,-1.27925,-25.9563
25.04,1.02865,-1.95249,99.631,9.07256,23.1152,4.24784,-1.30757,-26.1501
25.08,0.936515,-2.67181,100.001,9.5728,23.7081,3.79276,-1.33174,-26.3018
25.12,0.812683,-3.55652,100.41,11.0436,24.2756,3.42034,-1.352,-26.3551
25.16,0.649967,-4.53437,100.897,13.2784,24.1441,3.30502,-1.37134,-25.8487
25.2,0.465043,-4.4792,101.432,12.8203,24.1844,3.29277,-1.41726,-25.8802
25.24,0.302044,-3.66936,101.896,10.428,24.0746,3.4995,-1.39568,-26.238
25.28,0.168283,-3.06124,102.279,8.87093,23.4705,3.92075,-1.38027,-26.1526
25.32,0.0544719,-2.65505,102.616,8.05601,22.883,4.39163,-1.35658,-25.9921
25.36,-0.0456948,-2.36953,102.93,7.70266,22.8398,4.37781,-1.32154,-25.8199
25.4,-0.136314,-2.178,103.236,7.6195,23.0531,4.10671,-1.27774,-25.6614
25.44,-0.221487,-2.10263,103.54,7.61899,23.0337,4.02774,-1.25476,-25.5472
25.48,-0.306307,-2.15858,103.845,7.62295,22.991,3.9717,-1.29571,-25.5044
25.52,-0.395563,-2.3194,104.152,7.75145,23.196,3.70974,-1.35509,-25.5453
25.56,-0.493062,-2.57227,104.469,8.17123,23.5775,3.34031,-1.3727,-25.6611
25.6,-0.602989,-2.95006,104.812,9.05873,24.0381,3.00111,-1.35961,-25.8118
25.64,-0.731616,-3.51559,105.203,10.6553,24.4766,2.7674,-1.35511,-25.8855
25.68,-0.885431,-4.12201,105.671,12.6415,24.1855,3.06342,-1.38595,-25.6325
25.72,-1.04808,-3.81876,106.179,12.2615,24.2824,3.55799,-1.40092,-26.2565
25.76,-1.1821,-2.87054,106.632,10.4408,24.1719,3.51251,-1.34965,-26.3785
25.8,-1.27943,-2.01941,107.027,9.44975,23.649,3.80625,-1.38069,-26.2186
25.84,-1.34489,-1.26135,107.4,9.29446,23.609,3.82092,-1.54302,-25.9909
25.88,-1.38058,-0.526075,107.779,9.74789,23.8722,3.62865,-1.69172,-25.7775
25.92,-1.38775,0.142456,108.183,10.4833,23.822,3.55011,-1.47155,-25.7095
25.96,-1.37304,0.524165,108.612,10.8338,23.0725,3.68828,-0.611904,-25.8901
26,-1.35184,0.473884,109.039,10.3952,23.4423,3.60844,-0.779818,-26.0969
26.04,-1.3384,0.177964,109.44,9.67452,23.4548,3.64908,-0.941487,-26.1414
26.08,-1.33823,-0.171247,109.816,9.18215,23.1951,3.6709,-0.89146,-26.0759
26.12,-1.35212,-0.524293,110.18,9.08095,23.2955,3.29754,-0.774019,-25.9654
26.16,-1.38044,-0.896804,110.548,9.42534,23.7617,2.90819,-0.904962,-25.8589
26.2,-1.42433,-1.29957,110.94,10.2409,24.1308,2.98245,-1.24293,-25.8133
26.24,-1.48322,-1.59786,111.37,11.1926,23.8646,3.46893,-1.23689,-25.8666
26.28,-1.545,-1.38574,111.822,11.161,23.6581,3.4462,-0.901236,-25.9794
26.32,-1.58742,-0.694228,112.251,10.2722,23.9758,2.92648,-0.939572,-25.9102
26.36,-1.59942,0.0953964,112.647,9.58646,23.802,3.27929,-1.42204,-25.7494
26.4,-1.57996,0.875062,113.023,9.29522,23.7403,3.72585,-1.86239,-25.7501
26.44,-1.52961,1.63899,113.394,9.27042,23.7755,4.03653,-2.04359,-25.8947
26.48,-1.44925,2.37045,113.766,9.36279,23.7778,4.30796,-2.13753,-26.0014
26.52,-1.34096,3.0275,114.143,9.44034,23.6962,4.57895,-2.24014,-25.9884
26.56,-1.20871,3.56131,114.52,9.41785,23.549,4.83104,-2.37884,-25.856
26.6,-1.05806,3.94652,114.895,9.30158,23.4144,5.01958,-2.51861,-25.6968
26.64,-0.894836,4.19387,115.264,9.19145,23.4141,5.07235,-2.56501,-25.6669
26.68,-0.724041,4.32846,115.632,9.21215,23.6176,4.92989,-2.52484,-25.7718
26.72,-0.54995,4.35714,116.004,9.43305,23.8732,4.71508,-2.46191,-25.9156
26.76,-0.377215,4.25383,116.389,9.83539,24.0565,4.53203,-2.40339,-26.0467
26.8,-0.212054,3.97013,116.792,10.3352,24.1862,4.39423,-2.42847,-26.1093
26.84,-0.0625782,3.46533,117.216,10.8554,24.3354,4.30723,-2.69742,-26.0035
26.88,0.062111,2.7329,117.661,11.4141,24.5313,4.27581,-3.39422,-25.5459
26.92,0.153303,1.79486,118.132,12.1828,24.7975,4.29276,-3.96508,-25.2633
26.96,0.203283,0.678478,118.643,13.4889,25.1484,4.33296,-3.38664,-26.1195
27,0.207039,-0.439445,119.22,15.3846,25.083,4.37324,-3.17939,-26.0824
27.04,0.181808,-0.573586,119.85,15.5829,24.9538,4.31594,-3.35678,-25.6965
27.08,0.17734,0.424408,120.437,13.6998,25.1806,4.4081,-3.58767,-26.007
27.12,0.215988,1.48484,120.955,12.3351,24.8032,4.42441,-4.14667,-25.2179
27.16,0.293928,2.3837,121.432,11.6261,24.4874,4.39421,-3.40673,-25.6153
27.2,0.404348,3.10685,121.889,11.2667,24.2429,4.5504,-2.76633,-26.0889
27.24,0.539876,3.6355,122.336,11.074,24.0096,4.92174,-2.67836,-26.1989
27.28,0.692347,3.95183,122.777,10.9767,23.795,5.26453,-2.82229,-26.0701
27.32,0.853071,4.04652,123.215,10.9541,23.6782,5.49212,-3.18951,-25.7402
27.36,1.01294,3.90578,123.653,10.9516,23.7556,5.5978,-3.64487,-25.4621
27.4,1.16216,3.51374,124.09,10.8606,23.9417,5.57597,-3.63371,-25.7056
27.44,1.29094,2.89196,124.52,10.6232,24.0596,5.49592,-3.57937,-25.9142
27.48,1.39144,2.11497,124.939,10.3166,24.0461,5.44146,-3.65725,-25.8884
27.52,1.4592,1.26632,125.347,10.1038,23.9257,5.45739,-3.81932,-25.7019
27.56,1.49244,0.392606,125.751,10.1693,23.804,5.50432,-3.84625,-25.6051
27.6,1.49031,-0.503582,126.166,10.706,23.9072,5.40687,-3.55233,-25.8074
27.64,1.45209,-1.39143,126.615,11.7775,23.964,5.38243,-3.2343,-25.9684
27.68,1.38381,-1.9053,127.104,12.4383,23.5994,5.40256,-2.949,-25.8015
27.72,1.31096,-1.64054,127.586,11.4899,24.3676,4.29562,-2.88104,-25.6834
27.76,1.25577,-1.11571,128.022,10.3748,24.048,4.62919,-3.10054,-25.6606
27.8,1.22108,-0.627396,128.424,9.8619,23.5251,5.20174,-3.14339,-25.7375
27.84,1.20512,-0.173388,128.818,9.93224,23.1427,5.66454,-3.04337,-25.8718
27.88,1.2071,0.268554,129.225,10.4945,23.198,5.67073,-2.87422,-25.9674
27.92,1.22556,0.623342,129.661,11.2989,22.9896,5.79718,-2.66824,-25.9308
27.96,1.25221,0.624557,130.123,11.6347,23.4314,5.25136,-2.69397,-25.7401
28,1.26827,0.106768,130.579,11.0494,23.9732,4.96082,-3.13141,-25.6628
28.04,1.25732,-0.671492,131.004,10.2605,23.8271,5.2408,-3.28762,-25.8125
28.08,1.21408,-1.49322,131.407,9.96907,23.4599,5.70681,-3.26885,-26.0415
28.12,1.13725,-2.3648,131.813,10.4945,23.5596,5.77823,-3.22624,-26.237
28.16,1.02291,-3.37565,132.261,12.0878,24.0298,5.48157,-3.17549,-26.2781
28.2,0.869103,-4.17512,132.783,13.7128,22.9338,5.93731,-2.91324,-25.709
28.24,0.707507,-3.74244,133.309,12.1979,24.3605,4.89873,-3.39648,-25.7891
28.28,0.573019,-3.00786,133.755,10.2402,23.9981,5.19662,-3.48397,-25.8357
28.32,0.464031,-2.47255,134.141,9.19676,23.5084,5.52749,-3.50462,-25.6847
28.36,0.373366,-2.07844,134.5,8.83292,23.0956,5.84612,-3.47343,-25.5147
28.4,0.296502,-1.78253,134.854,8.90107,22.9345,5.96446,-3.38297,-25.3933
28.44,0.22875,-1.64052,135.213,9.07011,23.1962,5.70792,-3.27954,-25.3865
28.48,0.161802,-1.74965,135.576,9.00012,23.3784,5.5729,-3.23807,-25.5197
28.52,0.0859985,-2.06476,135.932,8.86076,23.1559,5.83618,-3.24405,-25.7168
28.56,-0.00483685,-2.4939,136.289,9.06964,22.6622,6.38363,-3.26582,-25.8987
28.6,-0.115207,-3.05349,136.667,9.92925,22.6742,6.49849,-3.29669,-26.0331
28.64,-0.252234,-3.84324,137.097,11.7851,23.3058,6.03386,-3.3364,-26.0207
28.68,-0.424159,-4.66346,137.62,14.1559,22.2317,6.56975,-3.2997,-25.2774
28.72,-0.6055,-4.17189,138.176,13.0739,23.9219,5.65192,-3.39455,-26.072
28.76,-0.750722,-3.10867,138.652,10.8668,23.5617,5.81942,-3.23636,-26.2633
28.8,-0.857252,-2.24939,139.062,9.83626,23.0184,6.11614,-3.09662,-26.2032
28.84,-0.932232,-1.51119,139.451,9.73626,22.5416,6.49589,-3.02139,-26.0799
28.88,-0.978918,-0.838774,139.849,10.2278,22.2683,6.69415,-2.96129,-25.8915
28.92,-1.00198,-0.370548,140.27,10.7143,22.503,6.13197,-2.79526,-25.6095
28.96,-1.01451,-0.328835,140.696,10.4988,22.8162,5.8025,-3.14167,-25.2958
29,-1.03264,-0.608514,141.104,9.86623,22.7572,5.96418,-3.56611,-25.1352
29.04,-1.06438,-0.984602,141.489,9.46264,22.6117,5.97463,-3.57956,-25.1281
29.08,-1.11182,-1.39445,141.867,9.55076,22.5962,5.80485,-3.4179,-25.1532
29.12,-1.17679,-1.86789,142.261,10.2507,22.7813,5.6012,-3.31059,-25.1641
29.16,-1.26223,-2.40029,142.696,11.5739,23.0916,5.65968,-3.43195,-25.2147
29.2,-1.36452,-2.59251,143.182,12.4433,23.0719,6.10864,-3.45163,-25.4949
29.24,-1.45743,-1.95037,143.664,11.4754,22.5338,6.7079,-3.40595,-25.7548
29.28,-1.5174,-1.04642,144.1,10.4076,22.4158,6.74408,-3.39247,-25.8708
29.32,-1.54162,-0.169261,144.506,10.0278,22.6469,6.62278,-3.5069,-25.9357
29.36,-1.53104,0.699237,144.91,10.222,22.9636,6.51568,-3.63387,-25.9774
29.4,-1.48561,1.56915,145.329,10.8064,23.2501,6.41788,-3.68735,-25.9933
29.44,-1.4065,2.36023,145.776,11.5262,23.3868,6.29594,-3.58067,-25.9686
29.48,-1.30038,2.88343,146.248,11.9756,23.217,6.10003,-3.19365,-25.897
29.52,-1.18164,2.98186,146.726,11.8683,22.9071,6.17005,-3.04483,-25.8312
29.56,-1.06673,2.71802,147.192,11.4193,23.0708,6.13495,-3.27176,-25.8517
29.6,-0.96684,2.2536,147.641,11.0211,23.2724,5.75344,-3.12138,-25.9592
29.64,-0.887816,1.68371,148.078,10.902,23.4196,5.40839,-2.88131,-26.0979
29.68,-0.833225,1.03175,148.518,11.2,23.6322,5.47949,-3.06508,-26.2148
29.72,-0.806534,0.286956,148.982,12.0806,23.9575,5.60431,-3.38719,-26.2485
29.76,-0.81093,-0.487254,149.494,13.5773,24.057,5.60127,-3.53322,-25.9993
29.8,-0.838378,-0.715784,150.059,14.3386,23.1811,5.63247,-3.48837,-25.0989
29.84,-0.853123,0.0919285,150.61,13.0519,24.1266,5.57289,-3.75592,-25.8899
29.88,-0.827887,1.16702,151.103,11.683,23.8469,5.48005,-3.42023,-26.0221
29.92,-0.76107,2.15208,151.552,10.7894,23.5231,5.30635,-3.09219,-25.9131
29.96,-0.6577,2.98857,151.969,10.1063,23.2925,5.277,-3.02763,-25.6966
30,-0.524482,3.63858,152.36,9.39505,23.1095,5.4429,-3.23545,-25.409
30.04,-0.369448,4.0779,152.719,8.54428,22.9441,5.59619,-3.49456,-25.0657
30.08,-0.200933,4.31745,153.041,7.56036,22.7445,5.72522,-3.76297,-24.6651
30.12,-0.0261883,4.397,153.323,6.50998,22.424,5.9632,-4.09924,-24.203
30.16,0.149299,4.36139,153.562,5.45423,22.0998,6.30464,-4.43292,-23.8615
30.2,0.32165,4.24473,153.759,4.41968,22.4265,6.14905,-4.39195,-24.0641
30.24,0.488091,4.06877,153.916,3.40631,22.9284,5.8862,-4.25346,-24.4454
30.28,0.646558,3.84823,154.032,2.40798,23.2896,5.74564,-4.1833,-24.7525
30.32,0.795532,3.59645,154.109,1.42861,23.5343,5.66749,-4.15342,-24.9778
30.36,0.934059,3.32857,154.147,0.488148,23.6931,5.61113,-4.1404,-25.1341
30.4,1.06183,3.06139,154.149,-0.383015,23.7893,5.55589,-4.135,-25.2307
30.44,1.17919,2.81043,154.118,-1.1571,23.8472,5.49139,-4.13561,-25.2774
30.48,1.28703,2.58675,154.058,-1.82079,23.8928,5.41548,-4.14415,-25.2884
30.52,1.38656,2.39553,153.973,-2.3787,23.9491,5.33462,-4.16237,-25.2824
30.56,1.47911,2.23704,153.869,-2.84873,24.0307,5.26153,-4.18808,-25.2809
30.6,1.56593,2.10848,153.746,-3.25447,24.1411,5.20862,-4.21404,-25.3011
30.64,1.64813,2.00528,153.609,-3.6185,24.2742,5.1833,-4.23291,-25.348
30.68,1.7266,1.9211,153.457,-3.95631,24.4135,5.19047,-4.24265,-25.4129
30.72,1.80194,1.84593,153.293,-4.26874,24.5286,5.23863,-4.24521,-25.4798
30.76,1.87418,1.76296,153.116,-4.53216,24.571,5.34335,-4.23983,-25.5349
30.8,1.94255,1.64852,152.931,-4.69889,24.4872,5.51842,-4.21897,-25.5763
30.84,2.00537,1.48361,152.742,-4.73374,24.2844,5.73213,-4.18097,-25.6088
30.88,2.06059,1.27034,152.554,-4.6654,24.1001,5.86239,-4.15053,-25.627
30.92,2.10661,1.0274,152.369,-4.57064,24.055,5.8378,-4.15879,-25.6272
30.96,2.1426,0.770691,152.188,-4.51272,24.1175,5.74021,-4.20718,-25.6315
31,2.16815,0.505523,152.007,-4.51864,24.2332,5.64941,-4.26356,-25.6789
31.04,2.18291,0.230051,151.825,-4.59126,24.3717,5.59521,-4.29399,-25.7937
31.08,2.18636,-0.0601844,151.639,-4.72309,24.5166,5.58238,-4.29515,-25.9638
31.12,2.17784,-0.369447,151.447,-4.90265,24.6584,5.60793,-4.28532,-26.1574
31.16,2.15652,-0.70011,151.247,-5.11566,24.7901,5.6674,-4.28074,-26.3477
31.2,2.12155,-1.05132,151.038,-5.34415,24.9048,5.75585,-4.28844,-26.5178
31.24,2.0722,-1.4179,150.819,-5.56508,24.9956,5.86759,-4.30909,-26.6578
31.28,2.00805,-1.78982,150.593,-5.75063,25.0572,5.99576,-4.34086,-26.7622
31.32,1.92913,-2.15328,150.36,-5.87158,25.0905,6.13147,-4.38183,-26.831
31.36,1.83609,-2.49378,150.124,-5.90475,25.1082,6.26181,-4.43062,-26.8723
31.4,1.73008,-2.80045,149.889,-5.84213,25.1404,6.36766,-4.48506,-26.9049
31.44,1.61256,-3.06942,149.658,-5.69579,25.2272,6.42614,-4.53921,-26.9556
31.48,1.48499,-3.30372,149.434,-5.49416,25.3973,6.42334,-4.58298,-27.0504
31.52,1.34864,-3.51007,149.219,-5.27159,25.6471,6.36916,-4.60769,-27.2026
31.56,1.20447,-3.69502,149.012,-5.05768,25.948,6.29062,-4.61206,-27.4097
31.6,1.05327,-3.8625,148.814,-4.87157,26.2719,6.21058,-4.60143,-27.6582
31.64,0.895694,-4.01319,148.622,-4.72128,26.6026,6.13917,-4.58287,-27.933
31.68,0.73246,-4.1451,148.436,-4.60584,26.9336,6.07867,-4.56238,-28.2226
31.72,0.564385,-4.25456,148.253,-4.5184,27.2631,6.02962,-4.54494,-28.5198
31.76,0.392453,-4.33726,148.074,-4.44909,27.5903,5.99362,-4.5352,-28.8206
31.8,0.217817,-4.38915,147.897,-4.38742,27.9145,5.97298,-4.53713,-29.1222
31.84,0.0417744,-4.40714,147.723,-4.32405,28.2342,5.96893,-4.55264,-29.4224
31.88,-0.134279,-4.38954,147.551,-4.25206,28.5474,5.97991,-4.58044,-29.7189
31.92,-0.308913,-4.33636,147.383,-4.16761,28.8518,6.0015,-4.61623,-30.0092
31.96,-0.480734,-4.24925,147.218,-4.07006,29.1448,6.02783,-4.65429,-30.2908
32,-0.648443,-4.13141,147.057,-3.96178,29.4241,6.05339,-4.68928,-30.561
32.04,-0.810894,-3.98718,146.901,-3.84749,29.6877,6.07402,-4.71726,-30.8176
32.08,-0.967133,-3.82167,146.75,-3.73344,29.9337,6.08724,-4.73593,-31.0584
32.12,-1.11642,-3.64029,146.602,-3.62643,30.1607,6.09199,-4.74434,-31.2818
32.16,-1.25822,-3.44832,146.459,-3.53288,30.3675,6.08833,-4.74253,-31.4867
32.2,-1.3922,-3.25055,146.32,-3.45792,30.553,6.07709,-4.73114,-31.672
32.24,-1.51824,-3.05098,146.182,-3.40472,30.7162,6.05974,-4.71118,-31.8373
32.28,-1.6363,-2.85264,146.047,-3.37388,30.856,6.03817,-4.68382,-31.9822
32.32,-1.74649,-2.65747,145.912,-3.36324,30.9706,6.01481,-4.65028,-32.1066
32.36,-1.84895,-2.46629,145.778,-3.36772,31.058,5.9926,-4.61178,-32.2107
32.4,-1.94384,-2.27886,145.643,-3.37953,31.1153,5.97518,-4.56945,-32.2948
32.44,-2.0313,-2.0941,145.507,-3.38873,31.1394,5.96696,-4.52427,-32.3602
32.48,-2.11139,-1.91039,145.372,-3.38414,31.1273,5.97308,-4.47703,-32.4093
32.52,-2.18412,-1.72603,145.237,-3.35471,31.0775,5.99885,-4.42814,-32.4461
32.56,-2.24944,-1.5398,145.104,-3.29113,30.9914,6.04807,-4.37764,-32.4764
32.6,-2.30727,-1.35132,144.974,-3.18731,30.8763,6.11971,-4.32512,-32.5068
32.64,-2.35753,-1.16129,144.849,-3.04118,30.7489,6.20344,-4.2699,-32.5435
32.68,-2.40018,-0.971307,144.731,-2.85464,30.6346,6.27795,-4.21128,-32.5903
32.72,-2.43526,-0.783454,144.622,-2.63269,30.5583,6.31997,-4.14865,-32.6482
32.76,-2.46291,-0.599803,144.521,-2.38207,30.5274,6.32131,-4.08157,-32.7153
32.8,-2.48332,-0.421983,144.431,-2.11011,30.5291,6.29299,-4.0097,-32.7888
32.84,-2.49676,-0.250928,144.353,-1.82383,30.5443,6.25182,-3.93278,-32.8659
32.88,-2.50349,-0.0868116,144.285,-1.52948,30.5597,6.20928,-3.85057,-32.9446
32.92,-2.50379,0.070885,144.23,-1.23252,30.5692,6.17038,-3.76284,-33.0234
32.96,-2.49789,0.223224,144.187,-0.937735,30.5704,6.13632,-3.66938,-33.1016
33,-2.48598,0.371638,144.155,-0.649479,30.563,6.10683,-3.57007,-33.1789
33.04,-2.46819,0.517759,144.135,-0.371963,30.5473,6.08165,-3.46528,-33.2551
33.08,-2.44457,0.663263,144.125,-0.109497,30.5236,6.06175,-3.35667,-33.3301
33.12,-2.41512,0.809731,144.126,0.133282,30.4922,6.0509,-3.24892,-33.4041
33.16,-2.37976,0.958537,144.136,0.351223,30.4547,6.0577,-3.15235,-33.477
33.2,-2.33839,1.11075,144.153,0.538517,30.4142,6.09655,-3.08513,-33.5487
33.24,-2.29085,1.26707,144.178,0.688583,30.3783,6.18178,-3.06948,-33.6194
33.28,-2.23696,1.42779,144.208,0.794003,30.3605,6.31141,-3.11752,-33.6889
33.32,-2.17656,1.59281,144.241,0.846521,30.3802,6.45636,-3.21979,-33.7574
33.36,-2.10949,1.76175,144.275,0.837123,30.4536,6.57692,-3.35318,-33.8247
33.4,-2.03558,1.93412,144.307,0.756191,30.5816,6.65089,-3.4965,-33.8909
33.44,-1.95471,2.10968,144.334,0.593722,30.7489,6.68093,-3.63677,-33.9561
33.48,-1.86676,2.28891,144.353,0.339517,30.9361,6.68129,-3.76797,-34.0202
33.52,-1.77153,2.47384,144.36,-0.0169009,31.1304,6.66526,-3.88849,-34.0834
33.56,-1.66872,2.66897,144.35,-0.487001,31.3271,6.6419,-3.99926,-34.1452
33.6,-1.55777,2.88254,144.319,-1.08508,31.5269,6.61773,-4.10253,-34.2048
33.64,-1.43769,3.12784,144.262,-1.83098,31.7296,6.60094,-4.2006,-34.2587
33.68,-1.30687,3.42322,144.171,-2.74946,31.9169,6.6112,-4.29395,-34.2964
33.72,-1.16295,3.78373,144.039,-3.84173,31.9958,6.71558,-4.3788,-34.2881
33.76,-1.00365,4.17763,143.863,-4.94014,31.5502,7.22669,-4.44163,-34.1649
33.8,-0.830475,4.44029,143.652,-5.42238,32.0443,6.55566,-4.44836,-33.9236
33.84,-0.65243,4.42156,143.446,-4.71519,32.808,5.68493,-4.45194,-33.891
33.88,-0.478509,4.26991,143.285,-3.27399,32.9276,5.5199,-4.49729,-33.9311
33.92,-0.310422,4.14296,143.186,-1.64401,32.9134,5.44359,-4.55139,-33.8862
33.96,-0.146434,4.06177,143.154,0.0186131,32.8931,5.38672,-4.62676,-33.7889
34,0.014645,3.98953,143.188,1.68486,32.8718,5.36589,-4.72541,-33.6722
34.04,0.172169,3.87538,143.288,3.32133,32.8361,5.38703,-4.83496,-33.5557
34.08,0.323453,3.67017,143.452,4.87748,32.7861,5.42318,-4.93901,-33.4362
34.12,0.464062,3.33709,143.677,6.31051,32.7434,5.41976,-5.02838,-33.2882
34.16,0.588484,2.86031,143.955,7.61641,32.7415,5.36092,-5.08887,-33.1328
34.2,0.691098,2.25129,144.285,8.84483,32.7881,5.39997,-5.08409,-33.1508
34.24,0.767493,1.56464,144.663,10.0493,32.7843,5.60145,-5.05881,-33.2541
34.28,0.817331,0.96634,145.086,11.0417,32.2395,5.89954,-5.05642,-32.8837
34.32,0.850386,0.772249,145.534,11.1502,32.3527,6.30663,-5.34256,-33.1034
34.36,0.885441,1.03031,145.965,10.2873,32.909,6.08139,-5.3534,-33.5441
34.4,0.93458,1.42868,146.355,9.23071,32.8589,5.99849,-5.44296,-33.4574
34.44,0.999095,1.7843,146.706,8.34359,32.7173,5.98578,-5.59048,-33.2445
34.48,1.07617,2.05499,147.025,7.64018,32.6094,6.063,-5.71032,-33.1343
34.52,1.16236,2.2409,147.319,7.07471,32.5576,6.17565,-5.75565,-33.1542
34.56,1.25445,2.35238,147.592,6.61454,32.5551,6.27037,-5.76289,-33.2197
34.6,1.34973,2.40272,147.849,6.24439,32.5864,6.33512,-5.74861,-33.2956
34.64,1.44604,2.40587,148.093,5.95963,32.6379,6.37663,-5.70809,-33.3852
34.68,1.54175,2.37496,148.327,5.75987,32.7005,6.40306,-5.63797,-33.4946
34.72,1.63573,2.32108,148.555,5.64431,32.7685,6.42025,-5.54245,-33.6224
34.76,1.72724,2.25212,148.779,5.60832,32.836,6.4332,-5.43012,-33.761
34.8,1.81575,2.17174,149.004,5.64011,32.8935,6.44827,-5.30981,-33.9011
34.84,1.9008,2.07822,149.231,5.71705,32.925,6.47502,-5.18871,-34.0338
34.88,1.98173,1.9639,149.462,5.80277,32.9082,6.52787,-5.0721,-34.1518
34.92,2.05748,1.81672,149.695,5.84914,32.8177,6.62621,-4.96387,-34.2531
34.96,2.12648,1.62536,149.928,5.80849,32.6402,6.78651,-4.86714,-34.3432
35,2.18687,1.38677,150.158,5.6536,32.4045,6.99262,-4.7839,-34.4334
35.04,2.2369,1.11001,150.379,5.39043,32.212,7.1573,-4.71355,-34.5328
35.08,2.27539,0.812544,150.588,5.0512,32.1502,7.19918,-4.65243,-34.6413
35.12,2.30188,0.512559,150.783,4.67613,32.1738,7.1627,-4.59601,-34.7527
35.16,2.31654,0.223385,150.962,4.29917,32.2199,7.10824,-4.54091,-34.8602
35.2,2.31999,-0.04792,151.127,3.94354,32.2795,7.04436,-4.48539,-34.9603
35.24,2.31298,-0.299485,151.278,3.62327,32.3651,6.96006,-4.42905,-35.0522
35.28,2.29627,-0.532904,151.418,3.34671,32.485,6.85007,-4.37261,-35.1372
35.32,2.27054,-0.75182,151.547,3.11951,32.6364,6.72063,-4.31779,-35.2168
35.36,2.23626,-0.961017,151.668,2.94677,32.8109,6.58456,-4.26738,-35.2924
35.4,2.19371,-1.16591,151.783,2.83433,32.9991,6.45523,-4.22486,-35.3647
35.44,2.14296,-1.37226,151.896,2.78912,33.1923,6.34363,-4.19327,-35.433
35.48,2.08384,-1.58576,152.007,2.81823,33.3796,6.25729,-4.17259,-35.4946
35.52,2.01595,-1.81101,152.122,2.92501,33.5417,6.19951,-4.15542,-35.5434
35.56,1.93879,-2.04871,152.242,3.09867,33.6396,6.16957,-4.1201,-35.5681
35.6,1.85199,-2.29023,152.37,3.29431,33.5953,6.16469,-4.01763,-35.5523
35.64,1.75581,-2.513,152.505,3.41531,33.2771,6.18658,-3.75222,-35.4855
35.68,1.65157,-2.68996,152.641,3.34313,32.7998,6.25326,-3.45291,-35.3912
35.72,1.54133,-2.8149,152.769,3.02345,33.1948,6.26378,-3.98809,-35.3272
35.76,1.4268,-2.90867,152.88,2.49195,33.556,6.27785,-4.46257,-35.3151
35.8,1.3087,-2.99702,152.966,1.80625,33.7415,6.28682,-4.72431,-35.3299
35.84,1.18691,-3.09422,153.023,0.997426,33.8641,6.27788,-4.87975,-35.3511
35.88,1.06102,-3.20143,153.045,0.0721286,33.97,6.25342,-4.97845,-35.3756
35.92,0.930787,-3.30907,153.027,-0.969948,34.0675,6.22515,-5.03826,-35.4086
