t,th1,w1,th2,w2,l1,l2,l3,l4
0,1,-3,-1,5,0,0,0,0
0.02,0.938614,-3.14224,-0.895946,5.41732,0,0,0,0
0.04,0.874139,-3.31025,-0.782777,5.91441,0.0683812,0.0116628,0.0200682,-0.136653
0.06,0.805975,-3.51267,-0.658696,6.51274,0.241257,0.0442525,0.0490778,-0.391577
0.07,0.770272,-3.63001,-0.591868,6.85875,0.462727,0.0651791,0.0653844,-0.649001
0.08,0.733333,-3.75998,-0.521399,7.24155,0.57851,0.0718135,0.0690367,-0.764412
0.09,0.695026,-3.90395,-0.4469,7.66532,0.692035,0.0787603,0.0702787,-0.867797
0.1,0.655204,-4.0629,-0.367945,8.1333,0.798338,0.0891682,0.0693845,-0.956979
0.105,0.634678,-4.14808,-0.326655,8.38423,0.890201,0.10739,0.066542,-1.02888
0.11,0.613717,-4.23692,-0.284084,8.64606,0.92731,0.121377,0.0644699,-1.05695
0.115,0.592303,-4.32911,-0.240178,8.91792,0.955846,0.140128,0.0620551,-1.07878
0.12,0.570421,-4.42413,-0.194891,9.19826,0.972934,0.165294,0.0594423,-1.09344
0.125,0.548059,-4.52119,-0.148185,9.48463,0.97467,0.199217,0.0569006,-1.09986
0.135,0.501869,-4.71633,-0.0504551,10.0597,0.95565,0.245345,0.0549277,-1.09694
0.14,0.478049,-4.81073,0.000541818,10.3369,0.821532,0.3983,0.0570815,-1.05986
0.145,0.45377,-4.89976,0.0528854,10.5969,0.680079,0.526127,0.0657981,-1.02639
0.15,0.429066,-4.98042,0.106466,10.8301,0.467283,0.707175,0.0854741,-0.987307
0.155,0.403985,-5.04948,0.161125,11.0263,0.209288,0.9161,0.123083,-0.951497
0.16,0.378596,-5.10376,0.21665,11.1752,0.162205,0.903861,0.18493,-0.933493
0.165,0.352977,-5.14055,0.272783,11.268,0.506496,0.508056,0.267817,-0.949277
0.17,0.327222,-5.15797,0.329226,11.2986,0.903656,0.0954031,0.349763,-1.00602
0.175,0.301431,-5.15535,0.385661,11.2647,1.2203,-0.180143,0.401328,-1.09548
0.18,0.275701,-5.1333,0.441769,11.1683,1.45814,-0.328877,0.413347,-1.20014
0.185,0.250127,-5.09364,0.497249,11.0149,1.63276,-0.395313,0.398892,-1.3039
0.19,0.22479,-5.03906,0.551837,10.813,1.75709,-0.417464,0.373803,-1.3969
0.195,0.199756,-4.97273,0.605315,10.5727,1.84117,-0.417913,0.347324,-1.47489
0.2,0.175077,-4.89789,0.657516,10.304,1.89307,-0.408084,0.323252,-1.53717
0.205,0.150786,-4.81757,0.708324,10.0165,1.91943,-0.393388,0.302674,-1.58492
0.21,0.126906,-4.73438,0.757663,9.71819,1.92578,-0.376313,0.285606,-1.62006
0.22,0.0803996,-4.56742,0.851821,9.11385,1.91668,-0.35797,0.271713,-1.64476
0.225,0.0577659,-4.48649,0.896644,8.81638,1.86637,-0.319024,0.251873,-1.67075
0.23,0.0355297,-4.40853,0.939996,8.52571,1.83054,-0.298601,0.245224,-1.67543
0.235,0.0136748,-4.33408,0.981915,8.2434,1.79027,-0.277512,0.240375,-1.67636
0.245,-0.0289668,-4.19692,1.06163,7.70683,1.74699,-0.255697,0.237094,-1.6746
0.255,-0.070318,-4.07601,1.13618,7.20844,1.65557,-0.209638,0.234496,-1.6661
0.265,-0.11054,-3.97092,1.20592,6.74589,1.56221,-0.159997,0.236184,-1.65461
0.275,-0.149786,-3.88057,1.2712,6.31509,1.47004,-0.106511,0.241216,-1.64288
0.285,-0.188196,-3.80367,1.33232,5.91153,1.38058,-0.0490942,0.248859,-1.63235
0.305,-0.26301,-3.68492,1.443,5.1693,1.29438,0.0121471,0.258544,-1.62369
0.325,-0.33585,-3.6048,1.53951,4.49083,1.13199,0.144487,0.282468,-1.61233
0.345,-0.407401,-3.55463,1.62293,3.85712,0.983598,0.283772,0.311152,-1.60755
0.365,-0.478183,-3.52665,1.69402,3.25811,0.855914,0.414784,0.34477,-1.60711
0.375,-0.513407,-3.5187,1.72516,2.9706,0.767092,0.510641,0.385275,-1.60962
0.385,-0.548567,-3.5136,1.75346,2.69134,0.745051,0.535112,0.409101,-1.61197
0.395,-0.583686,-3.5105,1.77902,2.42091,0.740952,0.539796,0.435946,-1.61523
0.405,-0.618781,-3.50859,1.80191,2.16014,0.754801,0.524007,0.466314,-1.61965
0.415,-0.653859,-3.50709,1.82226,1.91,0.784423,0.489383,0.500695,-1.62557
0.425,-0.688921,-3.50529,1.84015,1.67153,0.826061,0.439295,0.539531,-1.63335
0.435,-0.723961,-3.50252,1.85573,1.4458,0.875377,0.377847,0.583191,-1.64337
0.445,-0.758966,-3.4982,1.86912,1.23381,0.928332,0.308993,0.631943,-1.65599
0.455,-0.793918,-3.49183,1.88045,1.03643,0.981665,0.236047,0.685926,-1.67155
0.465,-0.828795,-3.48299,1.8899,0.854413,1.03301,0.16156,0.745135,-1.69031
0.475,-0.863569,-3.47136,1.8976,0.6883,1.08079,0.0873964,0.80941,-1.71245
0.485,-0.898212,-3.45667,1.90372,0.538447,1.12407,0.0148964,0.878434,-1.73807
0.495,-0.932692,-3.43877,1.90842,0.40501,1.16235,-0.0549744,0.951737,-1.76713
0.505,-0.966976,-3.41757,1.91187,0.287949,1.19545,-0.1215,1.02871,-1.79953
0.515,-1.00103,-3.39301,1.91423,0.187046,1.22337,-0.184129,1.10865,-1.83506
0.535,-1.06832,-3.33402,1.91632,0.0320603,1.24626,-0.242417,1.19073,-1.87343
0.555,-1.13431,-3.26251,1.9159,-0.0645287,1.27777,-0.344601,1.35796,-1.95727
0.575,-1.19875,-3.1797,1.91409,-0.108856,1.29194,-0.426037,1.52375,-2.04781
0.595,-1.26143,-3.08711,1.91185,-0.108006,1.29071,-0.486039,1.68253,-2.14161
0.615,-1.32218,-2.98641,1.91002,-0.0695238,1.27586,-0.525526,1.83062,-2.23546
0.635,-1.38085,-2.87935,1.90927,-0.00105536,1.249,-0.547041,1.96652,-2.32656
0.655,-1.43732,-2.76762,1.91013,0.0899313,1.21169,-0.554418,2.0905,-2.41265
0.675,-1.49153,-2.65285,1.91297,0.196358,1.16566,-0.552243,2.20394,-2.49203
0.695,-1.54343,-2.53655,1.91804,0.311708,1.11301,-0.545334,2.30857,-2.56345
0.715,-1.59299,-2.42007,1.92546,0.430166,1.05634,-0.538343,2.40588,-2.62612
0.735,-1.64023,-2.30455,1.93523,0.546722,0.998895,-0.535384,2.49657,-2.6796
0.775,-1.72789,-2.07993,1.96146,0.758427,0.944456,-0.539524,2.58017,-2.72377
0.815,-1.80679,-1.86757,1.99529,0.923995,0.8598,-0.570908,2.71508,-2.78513
0.855,-1.87748,-1.66914,2.03462,1.03277,0.823957,-0.603968,2.76786,-2.81428
0.895,-1.9405,-1.48391,2.07713,1.0829,0.835547,-0.578875,2.69062,-2.81846
0.935,-1.99634,-1.30981,2.12051,1.07779,0.876485,-0.480959,2.49964,-2.80773
0.975,-2.0454,-1.14423,2.16269,1.02318,0.928572,-0.347478,2.26521,-2.79496
1.015,-2.08796,-0.984643,2.20179,0.925524,0.980629,-0.209392,2.04534,-2.79501
1.055,-2.12422,-0.828938,2.23624,0.791167,1.02737,-0.0778481,1.87032,-2.82159
1.095,-2.15431,-0.675536,2.26468,0.626135,1.06695,0.0453463,1.75065,-2.88199
1.135,-2.17828,-0.523429,2.286,0.436196,1.09956,0.160576,1.68269,-2.974
1.175,-2.19619,-0.372129,2.29932,0.22697,1.12709,0.267597,1.6547,-3.08854
1.215,-2.20806,-0.221571,2.30397,0.00402057,1.15337,0.364458,1.65333,-3.21506
1.255,-2.21393,-0.0719838,2.29953,-0.227141,1.18444,0.447098,1.66756,-3.34527
1.295,-2.21384,0.0762425,2.28577,-0.461098,1.22838,0.509709,1.6895,-3.47394
1.335,-2.20785,0.22271,2.26267,-0.692622,1.29376,0.546374,1.71362,-3.59823
1.375,-2.19605,0.367162,2.23045,-0.916742,1.38691,0.553973,1.73584,-3.71688
1.415,-2.17851,0.509621,2.1895,-1.12878,1.5093,0.534737,1.75285,-3.82948
1.455,-2.1553,0.650525,2.14037,-1.32432,1.65731,0.496209,1.76185,-3.93609
1.495,-2.12647,0.79084,2.08383,-1.49901,1.82452,0.448527,1.76063,-4.03698
1.535,-2.09202,0.93214,2.02079,-1.64838,2.00428,0.401212,1.74784,-4.13244
1.575,-2.05186,1.07665,1.95236,-1.76764,2.19085,0.361333,1.72325,-4.22268
1.615,-2.00581,1.22713,1.87985,-1.85174,2.3792,0.333194,1.68771,-4.30755
1.635,-1.98049,1.30556,1.84252,-1.87914,2.56407,0.31884,1.64286,-4.38626
1.655,-1.95357,1.38661,1.80475,-1.89621,2.65326,0.317011,1.61751,-4.42275
1.675,-1.925,1.47057,1.76674,-1.90283,2.73905,0.318677,1.59047,-4.45684
1.695,-1.89473,1.55764,1.7287,-1.89932,2.82037,0.323696,1.56185,-4.48801
1.715,-1.86268,1.64787,1.69083,-1.88656,2.89609,0.331873,1.53164,-4.51558
1.735,-1.82879,1.74112,1.65329,-1.86619,2.965,0.342997,1.49967,-4.53876
1.755,-1.79301,1.83701,1.61622,-1.84079,3.02592,0.356923,1.46553,-4.55663
1.775,-1.7553,1.93488,1.57967,-1.81394,3.07772,0.373711,1.42842,-4.56822
1.795,-1.71561,2.03386,1.54364,-1.79029,3.11938,0.393863,1.38707,-4.5726
1.815,-1.67394,2.13284,1.508,-1.77538,3.15003,0.41862,1.33957,-4.56909
1.835,-1.63031,2.23059,1.47252,-1.77541,3.16897,0.450289,1.28339,-4.55746
1.875,-1.53729,2.41769,1.40046,-1.84599,3.1756,0.492391,1.21563,-4.53837
1.895,-1.48806,2.50522,1.36278,-1.92836,3.14988,0.625501,1.03793,-4.48759
1.915,-1.43712,2.5882,1.32308,-2.0484,3.11652,0.723582,0.931221,-4.46559
1.935,-1.38456,2.66698,1.28057,-2.20914,3.06891,0.843628,0.82148,-4.45499
1.955,-1.33046,2.74257,1.23443,-2.41214,3.00692,0.983003,0.718343,-4.46226
1.975,-1.27486,2.81671,1.1838,-2.65776,2.9311,1.13752,0.629296,-4.4905
1.995,-1.21778,2.89189,1.12784,-2.94571,2.84326,1.30267,0.556727,-4.53824
2.015,-1.15916,2.97125,1.06569,-3.27581,2.74714,1.47409,0.49819,-4.60078
2.035,-1.09888,3.0586,0.996519,-3.64908,2.64899,1.64743,0.448837,-4.67302
2.055,-1.03673,3.15839,0.919422,-4.06877,2.55741,1.81813,0.403777,-4.75145
2.075,-0.972425,3.27593,0.833414,-4.54167,2.48179,1.98227,0.35934,-4.83461
2.095,-0.905537,3.41751,0.737325,-5.07935,2.42911,2.13858,0.313527,-4.92242
2.115,-0.835513,3.59086,0.629693,-5.69948,2.40119,2.28996,0.266207,-5.01508
2.125,-0.799107,3.69227,0.57098,-6.04784,2.3948,2.44184,0.219446,-5.11183
2.135,-0.76163,3.80518,0.508635,-6.42639,2.39806,2.5191,0.197707,-5.16098
2.145,-0.722961,3.93082,0.442339,-6.83877,2.40493,2.59676,0.178354,-5.20984
2.155,-0.682967,4.0702,0.371737,-7.28802,2.41526,2.67311,0.162873,-5.25743
2.165,-0.641509,4.22375,0.296451,-7.7755,2.4294,2.74469,0.153421,-5.30231
2.17,-0.620187,4.30565,0.256933,-8.03302,2.44841,2.80525,0.153258,-5.3424
2.175,-0.598448,4.39062,0.216107,-8.29867,2.46031,2.82834,0.158172,-5.35978
2.18,-0.576277,4.47816,0.173935,-8.57092,2.47423,2.84428,0.167585,-5.37481
2.19,-0.5306,4.65773,0.0854588,-9.12504,2.49058,2.85074,0.182736,-5.38702
2.195,-0.507087,4.7473,0.0391458,-9.39914,2.53216,2.82282,0.237568,-5.40093
2.2,-0.483131,4.83443,-0.00851726,-9.66399,2.55807,2.78039,0.282793,-5.40181
2.205,-0.45875,4.91689,-0.0574669,-9.91246,2.58751,2.71205,0.345577,-5.39844
2.21,-0.433974,4.99212,-0.107601,-10.1363,2.62012,2.61099,0.432564,-5.39118
2.215,-0.408846,5.05732,-0.158774,-10.3265,2.65503,2.46853,0.553377,-5.38104
2.22,-0.383422,5.10973,-0.210795,-10.4741,2.69083,2.27311,0.721781,-5.36987
2.225,-0.357774,5.14694,-0.263431,-10.5713,2.7256,2.01014,0.955828,-5.36019
2.23,-0.331981,5.16718,-0.316414,-10.6123,2.75721,1.67294,1.26628,-5.35484
2.235,-0.306132,5.16965,-0.369455,-10.5944,2.78364,1.35255,1.56576,-5.35606
2.24,-0.280314,5.15462,-0.422261,-10.5183,2.80335,1.3756,1.52971,-5.36464
2.245,-0.254612,5.12338,-0.474548,-10.3881,2.81551,1.6763,1.22387,-5.37961
2.25,-0.229104,5.07807,-0.526062,-10.2105,2.82013,1.95951,0.941472,-5.39862
2.255,-0.203851,5.02131,-0.576588,-9.99386,2.81799,2.17235,0.732592,-5.41883
2.26,-0.178905,4.95592,-0.625951,-9.74707,2.81037,2.32696,0.5823,-5.43781
2.265,-0.154301,4.88462,-0.674022,-9.47867,2.79885,2.43789,0.473843,-5.45391
2.27,-0.130064,4.80983,-0.720714,-9.19628,2.78506,2.51581,0.395136,-5.46629
2.28,-0.0827281,4.65756,-0.809773,-8.61368,2.77048,2.56827,0.337925,-5.47481
2.29,-0.0368945,4.51073,-0.893002,-8.03493,2.74355,2.6174,0.267123,-5.48164
2.3,0.00752595,4.37562,-0.970548,-7.47876,2.72458,2.6155,0.233631,-5.47864
2.31,0.0506663,4.25495,-1.04268,-6.9527,2.71636,2.58143,0.222963,-5.47037
2.32,0.0926753,4.14935,-1.10971,-6.45784,2.71938,2.52766,0.226858,-5.46036
2.33,0.133702,4.05832,-1.17193,-5.99206,2.73303,2.46244,0.240191,-5.45092
2.34,0.173887,3.98088,-1.22963,-5.5519,2.75626,2.39123,0.259574,-5.44336
2.35,0.213361,3.91584,-1.28304,-5.13355,2.78795,2.31751,0.282651,-5.43828
2.37,0.290634,3.8181,-1.37776,-4.34805,2.82696,2.24344,0.307745,-5.43576
2.39,0.366321,3.75586,-1.45729,-3.61176,2.92268,2.09879,0.359471,-5.43723
2.41,0.441049,3.72084,-1.52245,-2.909,3.03528,1.96173,0.408703,-5.44409
2.43,0.515286,3.70552,-1.57382,-2.23173,3.15755,1.83268,0.452731,-5.45237
2.44,0.552327,3.70307,-1.59448,-1.9019,3.28362,1.71084,0.490757,-5.45931
2.45,0.589355,3.70302,-1.61188,-1.57814,3.34666,1.6524,0.507542,-5.46192
2.46,0.626392,3.70459,-1.62607,-1.2609,3.40917,1.59558,0.522901,-5.46399
2.47,0.66345,3.70707,-1.63712,-0.950778,3.47084,1.54041,0.536879,-5.46564
2.48,0.700535,3.7098,-1.64511,-0.648436,3.53148,1.48701,0.54951,-5.46709
2.49,0.737645,3.71219,-1.65012,-0.354576,3.59094,1.43552,0.560808,-5.46861
2.5,0.774775,3.7137,-1.65223,-0.0698696,3.64915,1.38613,0.570772,-5.47049
2.51,0.811915,3.71389,-1.65155,0.205081,3.70608,1.33907,0.579383,-5.47302
2.52,0.849047,3.71238,-1.64816,0.469774,3.76172,1.29455,0.586621,-5.47652
2.53,0.886155,3.70886,-1.64219,0.723832,3.8161,1.25282,0.592471,-5.48125
2.54,0.923217,3.70309,-1.63372,0.967009,3.86925,1.21406,0.596937,-5.48749
2.55,0.960209,3.69492,-1.62288,1.19919,3.92121,1.17844,0.600058,-5.49545
2.56,0.997107,3.68423,-1.60978,1.42041,3.972,1.14606,0.601917,-5.50535
2.57,1.03389,3.67097,-1.59451,1.6308,4.02165,1.11698,0.602647,-5.51735
2.58,1.07052,3.65513,-1.5772,1.83059,4.07018,1.09118,0.602437,-5.53158
2.59,1.10698,3.63673,-1.55793,2.02011,4.11759,1.06858,0.601523,-5.54816
2.6,1.14324,3.61582,-1.53683,2.19976,4.16386,1.04906,0.600177,-5.56717
2.62,1.21509,3.56682,-1.48946,2.53119,4.20898,1.03243,0.598695,-5.58863
2.64,1.28586,3.50887,-1.43581,2.82863,4.2956,1.00695,0.596504,-5.63884
2.66,1.35539,3.4428,-1.37651,3.09581,4.37709,0.9902,0.597097,-5.69821
2.68,1.42352,3.36943,-1.31215,3.33613,4.45295,0.980218,0.601995,-5.76549
2.7,1.49012,3.28943,-1.24323,3.55241,4.52258,0.975334,0.611936,-5.83891
2.72,1.55506,3.20334,-1.1702,3.74675,4.58537,0.974318,0.626957,-5.91648
2.74,1.61822,3.11157,-1.0935,3.92056,4.64067,0.976417,0.64661,-5.99628
2.78,1.73875,2.91186,-0.930644,4.20885,4.68788,0.981325,0.67019,-6.07667
2.8,1.79592,2.80416,-0.84529,4.32318,4.75613,1.00005,0.725987,-6.23458
2.82,1.85089,2.69133,-0.757854,4.41698,4.77662,1.01463,0.756716,-6.31088
2.84,1.90354,2.57352,-0.668752,4.48963,4.78808,1.03331,0.788456,-6.38519
2.86,1.9538,2.45093,-0.578414,4.5406,4.79099,1.05638,0.820652,-6.45766
2.9,2.04673,2.19309,-0.395773,4.57688,4.78624,1.08386,0.852828,-6.52861
2.94,2.12907,1.92261,-0.213394,4.52859,4.75942,1.14996,0.915696,-6.66725
2.96,2.16615,1.78473,-0.123323,4.47543,4.72242,1.22266,0.975262,-6.80294
3,2.23201,1.50852,0.0527781,4.31946,4.70545,1.25714,1.00371,-6.86968
3.04,2.28691,1.23803,0.221526,4.11044,4.68345,1.31383,1.05843,-6.99986
3.08,2.33121,0.979636,0.381116,3.86405,4.68357,1.34729,1.11139,-7.12362
3.12,2.3655,0.737772,0.530336,3.59399,4.70662,1.35576,1.16389,-7.23895
3.14,2.37911,0.623833,0.600816,3.45358,4.74957,1.34207,1.21692,-7.345
3.16,2.39049,0.514734,0.668465,3.31105,4.77741,1.32821,1.2438,-7.39463
3.2,2.40694,0.310964,0.795155,3.02314,4.80899,1.31035,1.27098,-7.44218
3.24,2.41561,0.125482,0.910326,2.7359,4.88226,1.26452,1.32616,-7.53184
3.28,2.41719,-0.0436777,1.01409,2.45342,4.9674,1.20825,1.3821,-7.61579
3.32,2.4123,-0.1991,1.10671,2.17896,5.0627,1.14508,1.43801,-7.69592
3.36,2.40141,-0.343712,1.18855,1.91549,5.16664,1.07852,1.49249,-7.77393
3.4,2.3849,-0.480588,1.26013,1.66607,5.27784,1.01211,1.54354,-7.85116
3.44,2.36302,-0.612812,1.32207,1.43407,5.3951,0.94955,1.58844,-7.92851
3.48,2.3359,-0.743381,1.37514,1.22323,5.51728,0.894687,1.62401,-8.00644
3.52,2.30354,-0.875138,1.42027,1.03766,5.64314,0.851254,1.64705,-8.08503
3.56,2.26584,-1.01074,1.45855,0.881762,5.77125,0.822278,1.65514,-8.16397
3.6,2.22259,-1.1526,1.49126,0.760007,5.89972,0.809326,1.64768,-8.24257
3.64,2.17352,-1.3029,1.51986,0.676621,6.026,0.812015,1.62647,-8.3198
3.66,2.14667,-1.38179,1.53311,0.650423,6.1464,0.828142,1.59588,-8.39406
3.68,2.11823,-1.46345,1.54595,0.634953,6.20275,0.840224,1.57906,-8.42941
3.7,2.08812,-1.548,1.55858,0.630308,6.25533,0.85438,1.56256,-8.46309
3.72,2.05629,-1.63554,1.57123,0.636344,6.30291,0.870167,1.54754,-8.49467
3.74,2.02267,-1.7261,1.58411,0.652583,6.34391,0.887179,1.53535,-8.52362
3.76,1.98722,-1.81957,1.5974,0.678107,6.37633,0.905064,1.52759,-8.5493
3.78,1.94987,-1.91576,1.61128,0.711421,6.39753,0.923542,1.52619,-8.57098
3.8,1.91058,-2.0143,1.62589,0.750313,6.40413,0.942423,1.5336,-8.58783
3.82,1.86929,-2.11461,1.64131,0.791715,6.39172,0.961631,1.55294,-8.59896
3.86,1.78065,-2.3172,1.67453,0.864999,6.35466,0.981235,1.58834,-8.60344
3.88,1.73331,-2.41728,1.69207,0.886066,6.17753,1.0229,1.72952,-8.58953
3.9,1.68398,-2.51485,1.70985,0.888431,6.02458,1.0458,1.84541,-8.57063
3.92,1.63274,-2.60862,1.72744,0.865641,5.84284,1.06802,1.97946,-8.54464
3.94,1.57967,-2.69744,1.74427,0.811735,5.72106,1.07678,2.0573,-8.51359
3.96,1.52488,-2.78044,1.75967,0.721783,5.80497,1.0617,1.9467,-8.4807
3.98,1.46849,-2.85708,1.77288,0.592278,6.05147,1.0493,1.66859,-8.45005
4,1.41064,-2.92717,1.78308,0.421267,6.3146,1.04896,1.36422,-8.42571
4.02,1.35145,-2.99076,1.78945,0.208236,6.53849,1.05287,1.10102,-8.41049
4.04,1.29105,-3.04799,1.79114,-0.0461793,6.71856,1.05638,0.890008,-8.40506
4.06,1.22957,-3.09899,1.78733,-0.340532,6.86189,1.0577,0.725533,-8.40793
4.08,1.16713,-3.14369,1.77726,-0.672856,6.97641,1.05616,0.598531,-8.41618
4.1,1.10387,-3.18176,1.76018,-1.04087,7.06872,1.05154,0.500309,-8.42656
4.12,1.03991,-3.21252,1.7354,-1.44206,7.14387,1.04394,0.4237,-8.43623
4.14,0.975421,-3.23499,1.7023,-1.87372,7.20558,1.0336,0.363281,-8.44317
4.16,0.910576,-3.24786,1.66027,-2.33288,7.25652,1.02094,0.315199,-8.44617
4.18,0.845581,-3.24958,1.60882,-2.81631,7.29858,1.0065,0.276867,-8.44471
4.2,0.780678,-3.23848,1.54748,-3.32045,7.3331,0.990856,0.246679,-8.43887
4.22,0.716138,-3.21294,1.47589,-3.8414,7.36103,0.974638,0.223776,-8.42912
4.23,0.684099,-3.19429,1.43615,-4.10685,7.38308,0.958466,0.207919,-8.41629
4.24,0.652266,-3.17153,1.39374,-4.37486,7.39204,0.95059,0.202725,-8.40908
4.25,0.620682,-3.14458,1.34865,-4.64479,7.39967,0.942955,0.199487,-8.40154
4.26,0.589389,-3.11338,1.30084,-4.916,7.40593,0.935638,0.198369,-8.39388
4.27,0.558429,-3.07796,1.25032,-5.18774,7.41077,0.928719,0.199597,-8.3863
4.28,0.527844,-3.03842,1.19709,-5.45921,7.41404,0.922282,0.203463,-8.37903
4.29,0.497673,-2.99496,1.14114,-5.72949,7.41554,0.916419,0.210332,-8.37228
4.3,0.467956,-2.9479,1.08251,-5.99749,7.41489,0.911234,0.220641,-8.36626
4.31,0.438726,-2.89768,1.02121,-6.26198,7.4116,0.90685,0.234897,-8.36111
4.32,0.410011,-2.8449,0.957284,-6.52142,7.40494,0.903413,0.253669,-8.3569
4.33,0.381834,-2.79033,0.8908,-6.77402,7.39391,0.901106,0.277578,-8.35356
4.34,0.354207,-2.73495,0.821833,-7.0176,7.37722,0.900159,0.307304,-8.35086
4.36,0.300604,-2.62655,0.676891,-7.46688,7.35312,0.900871,0.343611,-8.34836
4.37,0.274592,-2.57644,0.601209,-7.66608,7.27319,0.908981,0.439889,-8.34138
4.38,0.249059,-2.53123,0.523642,-7.84337,7.21087,0.917653,0.502679,-8.33538
4.39,0.223946,-2.49265,0.444428,-7.99474,7.12783,0.930706,0.578134,-8.32677
4.4,0.199178,-2.46237,0.363847,-8.11623,7.01816,0.949693,0.669669,-8.31515
4.41,0.174665,-2.44189,0.282215,-8.20426,6.87411,0.976945,0.782203,-8.3006
4.42,0.150304,-2.43237,0.199883,-8.25596,6.68544,1.01589,0.922685,-8.28375
4.43,0.125979,-2.43455,0.117223,-8.26952,6.4395,1.07056,1.10057,-8.26585
4.44,0.101573,-2.44861,0.034622,-8.24433,6.12969,1.13765,1.32721,-8.24858
4.45,0.0769682,-2.47422,-0.0475364,-8.18115,5.81662,1.15289,1.60803,-8.23377
4.46,0.0520531,-2.5105,-0.128881,-8.08189,5.76116,0.904372,1.8958,-8.22301
4.47,0.0267269,-2.55618,-0.209064,-7.94945,6.01451,0.547057,1.98569,-8.21731
4.48,0.000903268,-2.60971,-0.287771,-7.78735,6.29967,0.455,1.78139,-8.21697
4.49,-0.0254878,-2.66937,-0.364724,-7.59936,6.5273,0.491859,1.50878,-8.22165
4.5,-0.0524989,-2.73345,-0.439684,-7.3893,6.70032,0.543515,1.27891,-8.23063
4.52,-0.108509,-2.86839,-0.582847,-6.91678,6.83203,0.58827,1.09986,-8.243
4.53,-0.137534,-2.93641,-0.650742,-6.66034,7.01211,0.656242,0.85311,-8.27467
4.54,-0.167233,-3.00324,-0.71602,-6.39377,7.07413,0.682999,0.767695,-8.29262
4.55,-0.197591,-3.06794,-0.778591,-6.11907,7.12354,0.706702,0.699495,-8.31129
4.56,-0.228583,-3.12978,-0.83838,-5.83795,7.16338,0.728186,0.644468,-8.33032
4.57,-0.260175,-3.18817,-0.895333,-5.55184,7.19589,0.748036,0.599652,-8.34943
4.58,-0.292333,-3.24271,-0.949405,-5.26199,7.22274,0.766673,0.562869,-8.3684
4.59,-0.325016,-3.2931,-1.00056,-4.96948,7.24513,0.784401,0.532518,-8.38708
4.6,-0.358181,-3.33916,-1.04879,-4.67528,7.26394,0.80145,0.50743,-8.40539
4.61,-0.391784,-3.38084,-1.09407,-4.3803,7.27979,0.817989,0.486761,-8.42325
4.62,-0.425783,-3.41812,-1.13639,-4.08537,7.29311,0.834141,0.469913,-8.44065
4.63,-0.460132,-3.45108,-1.17578,-3.79131,7.30421,0.849995,0.456466,-8.45755
4.64,-0.49479,-3.47984,-1.21223,-3.49889,7.31328,0.865609,0.446131,-8.47395
4.65,-0.529716,-3.50456,-1.24576,-3.20888,7.32044,0.881014,0.438711,-8.48982
4.66,-0.564869,-3.52543,-1.27641,-2.92205,7.32574,0.89622,0.434073,-8.50512
4.67,-0.600212,-3.54265,-1.30422,-2.63915,7.32919,0.911219,0.432136,-8.5198
4.68,-0.63571,-3.55644,-1.32921,-2.36092,7.33077,0.925986,0.432849,-8.53378
4.69,-0.67133,-3.567,-1.35145,-2.08814,7.33041,0.940487,0.4362,-8.54699
4.71,-0.742812,-3.57926,-1.38791,-1.56194,7.32801,0.954675,0.442206,-8.55933
4.73,-0.814429,-3.58077,-1.41414,-1.0668,7.31649,0.98191,0.462468,-8.58102
4.75,-0.885977,-3.57241,-1.43083,-0.609292,7.29444,1.00727,0.494759,-8.59825
4.77,-0.957262,-3.55446,-1.43881,-0.19643,7.25906,1.03038,0.541392,-8.61085
4.79,-1.02809,-3.52654,-1.43903,0.164429,7.20612,1.05102,0.606377,-8.6194
4.81,-1.09825,-3.48772,-1.43263,0.465979,7.12964,1.06923,0.695904,-8.62553
4.83,-1.16752,-3.43682,-1.42083,0.701862,7.0216,1.08532,0.818636,-8.63201
4.85,-1.23564,-3.37283,-1.40502,0.868002,6.87184,1.09998,0.985451,-8.64218
4.87,-1.30234,-3.29539,-1.38658,0.964013,6.66805,1.11425,1.20845,-8.65885
4.89,-1.36737,-3.20516,-1.3669,0.994098,6.39663,1.12954,1.49903,-8.68273
4.9,-1.39917,-3.15575,-1.35698,0.986972,6.0497,1.14658,1.86156,-8.71184
4.91,-1.43047,-3.10385,-1.3472,0.96689,5.85602,1.15413,2.06215,-8.72718
4.92,-1.46124,-3.04981,-1.33768,0.935413,5.67069,1.15688,2.2573,-8.74232
4.94,-1.52112,-2.93673,-1.31982,0.844851,5.53161,1.14892,2.41467,-8.75676
4.96,-1.57868,-2.81931,-1.30406,0.728292,5.51499,1.10816,2.485,-8.78193
4.98,-1.63388,-2.70008,-1.29079,0.597527,5.69904,1.09036,2.32091,-8.80041
5,-1.68669,-2.58108,-1.28019,0.46228,5.86726,1.09265,2.14241,-8.81135
5.02,-1.73713,-2.46376,-1.27228,0.329972,5.97851,1.09988,2.00727,-8.81492
5.04,-1.78526,-2.3491,-1.26693,0.20591,6.04224,1.10828,1.91158,-8.81183
5.06,-1.83112,-2.23771,-1.26396,0.0936529,6.07135,1.11747,1.84449,-8.80305
5.08,-1.87479,-2.12988,-1.26309,-0.00458434,6.07566,1.12782,1.79725,-8.78951
5.1,-1.91634,-2.02575,-1.26404,-0.0875745,6.06205,1.13984,1.7636,-8.7721
