t,th1,w1,th2,w2,l1,l2,l3,l4
10.35,-0.954929,2.22644,-9.59188,-5.95852,7.61229,1.59682,0.864904,-10.0148
10.37,-0.910246,2.24417,-9.70989,-5.84591,7.48329,1.64877,0.986263,-9.99642
10.39,-0.865071,2.2755,-9.82584,-5.75266,7.3726,1.69938,1.10188,-9.9859
10.41,-0.819144,2.3192,-9.94013,-5.67953,7.2831,1.73591,1.21251,-9.98095
10.43,-0.772233,2.37346,-10.0532,-5.63127,7.21751,1.74228,1.32087,-9.97842
10.45,-0.72415,2.43604,-10.1656,-5.61596,7.17864,1.70776,1.42461,-9.97522
10.47,-0.674749,2.50498,-10.2781,-5.64306,7.16855,1.64685,1.50013,-9.96964
10.49,-0.623914,2.57953,-10.3917,-5.72072,7.18619,1.61804,1.48872,-9.96259
10.51,-0.571524,2.66066,-10.5073,-5.85447,7.22662,1.67881,1.34312,-9.95754
10.53,-0.517425,2.7512,-10.6262,-6.04799,7.2846,1.80678,1.10099,-9.95931
10.54,-0.489665,2.80128,-10.6873,-6.16838,7.35891,1.94517,0.832052,-9.97216
10.55,-0.461385,2.85543,-10.7497,-6.30548,7.40316,2.00784,0.700445,-9.98355
10.56,-0.432541,2.91438,-10.8135,-6.46036,7.45306,2.06405,0.57351,-9.99839
10.57,-0.403079,2.97894,-10.8789,-6.63444,7.5094,2.11333,0.451921,-10.0166
10.58,-0.37294,3.05002,-10.9462,-6.82961,7.57289,2.15566,0.335831,-10.038
10.59,-0.342054,3.12866,-11.0156,-7.04829,7.64414,2.19125,0.225181,-10.0624
10.6,-0.310338,3.21601,-11.0873,-7.2935,7.72358,2.22047,0.119894,-10.0894
10.61,-0.2777,3.31341,-11.1616,-7.56896,7.81139,2.24378,0.0200277,-10.1188
10.62,-0.244031,3.42236,-11.2388,-7.87916,7.90747,2.26173,-0.0741032,-10.1504
10.63,-0.209209,3.54455,-11.3193,-8.2294,8.01133,2.27496,-0.161782,-10.184
10.64,-0.17309,3.6818,-11.4035,-8.62566,8.12202,2.28412,-0.241714,-10.2195
10.65,-0.135516,3.8359,-11.492,-9.07425,8.23785,2.28989,-0.311776,-10.2572
10.655,-0.116129,3.91976,-11.538,-9.31999,8.35593,2.29294,-0.368662,-10.2972
10.66,-0.0963109,4.00832,-11.5852,-9.58075,8.41441,2.29364,-0.390678,-10.3181
10.665,-0.0760381,4.10157,-11.6338,-9.85676,8.47142,2.29389,-0.407335,-10.3397
10.67,-0.0552876,4.19936,-11.6838,-10.1478,8.52579,2.29373,-0.417587,-10.3619
10.675,-0.0340376,4.30131,-11.7353,-10.453,8.57602,2.29323,-0.420136,-10.3845
10.68,-0.0122687,4.40675,-11.7883,-10.7705,8.62009,2.29241,-0.413346,-10.4075
10.685,0.0100339,4.51455,-11.843,-11.0972,8.65534,2.29127,-0.395123,-10.4306
10.695,0.0562618,4.72995,-11.9573,-11.757,8.67823,2.28976,-0.362722,-10.4532
10.7,0.0801698,4.83216,-12.0169,-12.0738,8.66644,2.28496,-0.239114,-10.4954
10.705,0.104569,4.92584,-12.078,-12.3671,8.61674,2.28066,-0.135174,-10.5136
10.71,0.129407,5.00657,-12.1405,-12.6231,8.52299,2.27328,0.0109919,-10.529
10.715,0.154606,5.06969,-12.2041,-12.8273,8.3683,2.25853,0.218589,-10.5412
10.72,0.180067,5.11091,-12.2686,-12.9665,8.12975,2.22291,0.52232,-10.55
10.725,0.205673,5.12699,-12.3337,-13.0303,7.79346,2.11457,0.986719,-10.5556
10.73,0.231292,5.11637,-12.3988,-13.014,7.50712,1.84123,1.55581,-10.5585
10.735,0.256793,5.07951,-12.4637,-12.9191,7.68541,2.00308,1.21492,-10.5594
10.74,0.282048,5.01879,-12.5279,-12.7533,8.05048,2.17541,0.667403,-10.559
10.745,0.306947,4.938,-12.5911,-12.5285,8.33062,2.23497,0.309586,-10.5578
10.75,0.331402,4.84169,-12.6531,-12.2591,8.51864,2.26041,0.0717035,-10.5564
10.755,0.355346,4.73446,-12.7137,-11.9596,8.63835,2.27392,-0.0903099,-10.5552
10.76,0.378735,4.62048,-12.7727,-11.6428,8.70868,2.28235,-0.200312,-10.5545
10.765,0.401545,4.50323,-12.8301,-11.3196,8.74316,2.28826,-0.2726,-10.5547
10.77,0.423766,4.38543,-12.8859,-10.9982,8.75155,2.29274,-0.316562,-10.5561
10.775,0.445402,4.26906,-12.9401,-10.6845,8.74105,2.29633,-0.338794,-10.5587
10.78,0.466462,4.15549,-12.9927,-10.3826,8.71704,2.29928,-0.344161,-10.5627
10.785,0.486963,4.0456,-13.0439,-10.095,8.68356,2.30175,-0.336383,-10.5678
10.79,0.506925,3.9399,-13.0937,-9.82298,8.64367,2.3038,-0.318366,-10.574
10.795,0.526369,3.83864,-13.1422,-9.56722,8.59968,2.30547,-0.292416,-10.5811
10.805,0.563795,3.64951,-13.2355,-9.10403,8.55335,2.30679,-0.260379,-10.5888
10.815,0.599416,3.47737,-13.3245,-8.70198,8.4587,2.30842,-0.183707,-10.6055
10.825,0.633394,3.32049,-13.4097,-8.35535,8.36706,2.30873,-0.097176,-10.623
10.835,0.66587,3.17692,-13.4917,-8.05806,8.28272,2.30778,-0.00665873,-10.6403
10.845,0.69697,3.04475,-13.571,-7.80446,8.20817,2.30563,0.0838639,-10.657
10.855,0.726798,2.92226,-13.648,-7.58959,8.14482,2.30233,0.171651,-10.6726
10.865,0.755442,2.80794,-13.7229,-7.40924,8.09335,2.29789,0.25482,-10.6869
10.875,0.782979,2.7005,-13.7962,-7.25984,8.05399,2.29222,0.332117,-10.6997
10.885,0.809472,2.59887,-13.8682,-7.13832,8.02658,2.28512,0.402795,-10.711
10.895,0.834973,2.5022,-13.9391,-7.04201,8.01071,2.27622,0.466519,-10.7205
10.905,0.85953,2.40984,-14.0091,-6.96844,8.0057,2.26502,0.523294,-10.728
10.915,0.883183,2.32135,-14.0785,-6.91521,8.01068,2.25093,0.573399,-10.7334
10.925,0.905969,2.23652,-14.1475,-6.87987,8.02454,2.2333,0.617316,-10.7365
10.935,0.927926,2.15535,-14.2162,-6.85976,8.04596,2.2115,0.655672,-10.7371
10.945,0.949089,2.07806,-14.2847,-6.85199,8.07336,2.18505,0.689184,-10.7351
10.965,0.989208,1.93707,-14.4218,-6.86051,8.10491,2.15371,0.718624,-10.7304
10.985,1.02672,1.81852,-14.5592,-6.87858,8.17204,2.0769,0.768516,-10.7134
11.005,1.06213,1.7274,-14.6969,-6.88293,8.2291,1.98587,0.811916,-10.6882
11.015,1.07923,1.69296,-14.7657,-6.87569,8.25887,1.88989,0.855267,-10.6593
11.025,1.09602,1.66585,-14.8343,-6.86178,8.25974,1.84326,0.878681,-10.6449
11.035,1.11257,1.6457,-14.9029,-6.84203,8.25038,1.79903,0.903908,-10.6313
11.045,1.12895,1.63194,-14.9712,-6.81795,8.23086,1.75809,0.931155,-10.6189
11.065,1.16145,1.62088,-15.107,-6.76464,8.20175,1.72117,0.960342,-10.6077
11.085,1.1939,1.62729,-15.2418,-6.71816,8.11865,1.66216,1.0227,-10.5897
11.105,1.22662,1.64692,-15.3759,-6.69278,8.01023,1.62812,1.08454,-10.5767
11.125,1.25985,1.67721,-15.5097,-6.69931,7.88552,1.62674,1.13612,-10.5679
11.145,1.29378,1.71716,-15.6441,-6.74577,7.75169,1.66629,1.16731,-10.5622
11.165,1.3286,1.76698,-15.7799,-6.83885,7.61369,1.75223,1.17151,-10.5589
11.185,1.36453,1.82774,-15.918,-6.98504,7.47467,1.88393,1.14902,-10.5574
11.205,1.40179,1.90099,-16.0597,-7.19136,7.3367,2.05406,1.10725,-10.5574
11.215,1.42101,1.9428,-16.1322,-7.31934,7.20163,2.2503,1.05822,-10.5585
11.225,1.44066,1.98826,-16.2061,-7.46498,7.13601,2.35322,1.03545,-10.5593
11.235,1.46079,2.03737,-16.2816,-7.62881,7.07237,2.45596,1.01655,-10.5602
11.245,1.48142,2.08995,-16.3588,-7.81091,7.01148,2.55521,1.00389,-10.561
11.255,1.5026,2.14548,-16.4379,-8.01049,6.95433,2.64679,1.00036,-10.5617
11.265,1.52434,2.20293,-16.519,-8.22538,6.90217,2.72522,1.00961,-10.5619
11.275,1.54666,2.26058,-16.6024,-8.45136,6.85644,2.78322,1.03649,-10.5616
11.285,1.56954,2.31571,-16.6881,-8.68134,6.81913,2.81077,1.08762,-10.5603
11.295,1.59295,2.36443,-16.776,-8.90468,6.79343,2.79361,1.17203,-10.5577
11.3,1.60482,2.38484,-16.8208,-9.00951,6.78522,2.71145,1.30148,-10.5537
11.305,1.61679,2.40167,-16.8661,-9.10708,6.79044,2.63843,1.38692,-10.551
11.31,1.62883,2.41415,-16.9118,-9.1952,6.80354,2.54105,1.48702,-10.5479
11.315,1.64092,2.42155,-16.958,-9.27172,6.82545,2.4205,1.59923,-10.5443
11.32,1.65304,2.42314,-17.0045,-9.33459,6.85643,2.2856,1.71411,-10.5404
11.325,1.66515,2.41833,-17.0513,-9.38208,6.89575,2.15906,1.8093,-10.5361
11.335,1.6892,2.38776,-17.1454,-9.42617,6.94165,2.07766,1.84952,-10.5316
11.345,1.7128,2.32835,-17.2396,-9.40039,7.04266,2.12692,1.69836,-10.522
11.35,1.72435,2.28824,-17.2865,-9.36292,7.13763,2.30921,1.40651,-10.5126
11.355,1.73568,2.24179,-17.3332,-9.31105,7.17756,2.39397,1.26983,-10.5082
11.36,1.74676,2.18963,-17.3796,-9.24679,7.21089,2.4661,1.14965,-10.504
11.365,1.75756,2.13244,-17.4257,-9.17236,7.23719,2.52562,1.04676,-10.5002
11.37,1.76807,2.07095,-17.4713,-9.09009,7.25653,2.57392,0.960161,-10.4968
11.38,1.78813,1.93796,-17.5614,-8.911,7.26928,2.61263,0.888226,-10.4939
11.39,1.8068,1.79583,-17.6495,-8.72568,7.27761,2.66719,0.781562,-10.4891
11.4,1.82403,1.64862,-17.7359,-8.54653,7.26816,2.69869,0.714402,-10.4859
11.41,1.83977,1.49913,-17.8205,-8.38206,7.24696,2.71326,0.676967,-10.484
11.42,1.85401,1.34909,-17.9036,-8.23741,7.21911,2.71482,0.661961,-10.4831
11.43,1.86675,1.19942,-17.9853,-8.11532,7.1885,2.70592,0.664096,-10.4831
11.44,1.878,1.05047,-18.066,-8.01683,7.15786,2.6883,0.679621,-10.4837
11.45,1.88776,0.902239,-18.1458,-7.94196,7.12896,2.66318,0.705942,-10.4849
11.47,1.90285,0.606882,-18.3036,-7.86046,7.10284,2.63143,0.74132,-10.4864
11.49,1.91203,0.310479,-18.4607,-7.86333,7.06061,2.55044,0.835308,-10.4907
11.51,1.91524,0.00998995,-18.6187,-7.94195,7.03144,2.44842,0.957729,-10.4963
11.52,1.91458,-0.142536,-18.6984,-8.00701,7.0128,2.32661,1.10895,-10.5035
11.53,1.91239,-0.296826,-18.7789,-8.0878,7.00636,2.25847,1.19596,-10.5079
11.54,1.90864,-0.452931,-18.8602,-8.18321,7.00124,2.18574,1.29078,-10.513
11.55,1.90332,-0.610778,-18.9426,-8.29203,6.99703,2.10894,1.39322,-10.519
11.56,1.89642,-0.770144,-19.0261,-8.4129,6.99337,2.02911,1.50251,-10.5259
11.58,1.87781,-1.09168,-19.197,-8.68439,6.98995,1.94818,1.61694,-10.5341
11.6,1.85276,-1.412,-19.3736,-8.98195,6.98315,1.79679,1.84785,-10.5554
11.62,1.82139,-1.72196,-19.5563,-9.28437,6.97662,1.69112,2.049,-10.5856
11.63,1.80343,-1.86922,-19.6499,-9.42914,6.97305,1.65413,2.19377,-10.6283
11.64,1.78403,-2.00891,-19.7449,-9.56465,6.97403,1.65672,2.24745,-10.6555
11.65,1.76329,-2.13911,-19.8411,-9.68705,6.97799,1.66934,2.291,-10.6871
11.66,1.74129,-2.25793,-19.9386,-9.79266,6.98579,1.69275,2.32211,-10.7233
11.67,1.71817,-2.36365,-20.0369,-9.87829,6.99816,1.73128,2.33482,-10.7641
11.69,1.66913,-2.53051,-20.2357,-9.98094,7.01559,1.78909,2.32335,-10.809
11.7,1.64351,-2.59012,-20.3356,-9.9964,7.06581,1.95031,2.2347,-10.9085
11.71,1.61738,-2.6337,-20.4355,-9.98894,7.09775,2.03376,2.17565,-10.9612
11.72,1.59089,-2.66175,-20.5353,-9.96074,7.13313,2.10541,2.12007,-11.0145
11.73,1.56419,-2.67519,-20.6347,-9.91484,7.17081,2.15938,2.07417,-11.0674
11.74,1.53743,-2.67523,-20.7335,-9.85486,7.20961,2.19354,2.04078,-11.1189
11.76,1.4842,-2.64063,-20.9292,-9.70804,7.24838,2.20842,2.02037,-11.1686
11.78,1.43205,-2.56887,-21.1218,-9.54934,7.32217,2.18954,2.01387,-11.2602
11.8,1.38163,-2.46924,-21.3113,-9.40202,7.38705,2.12695,2.03903,-11.3401
11.81,1.35722,-2.41115,-21.405,-9.33796,7.44119,2.04825,2.07507,-11.4078
11.83,1.31027,-2.28136,-21.5906,-9.23639,7.4643,2.01128,2.09021,-11.4372
11.85,1.26607,-2.13579,-21.7747,-9.177,7.50358,1.95645,2.10217,-11.4874
11.87,1.22493,-1.97586,-21.958,-9.166,7.53552,1.93834,2.07954,-11.5266
11.89,1.18713,-1.80178,-22.1417,-9.20901,7.56308,1.95758,2.02158,-11.555
11.91,1.15296,-1.61295,-22.3268,-9.31237,7.58999,2.00296,1.93791,-11.5724
11.93,1.12272,-1.40818,-22.5146,-9.4842,7.62082,2.0588,1.8411,-11.5779
11.94,1.10918,-1.29939,-22.61,-9.59892,7.66101,2.11009,1.74148,-11.5701
11.95,1.09675,-1.1861,-22.7067,-9.73479,7.68648,2.1298,1.69298,-11.5605
11.96,1.08547,-1.06822,-22.8048,-9.89336,7.71651,2.14338,1.64636,-11.5464
11.97,1.0754,-0.945757,-22.9046,-10.0761,7.75171,2.14916,1.60238,-11.5274
11.98,1.06657,-0.818947,-23.0064,-10.2842,7.7925,2.14538,1.56189,-11.5027
11.99,1.05903,-0.688378,-23.1104,-10.5182,7.83898,2.13004,1.52601,-11.4714
12,1.05281,-0.555226,-23.2169,-10.7774,7.89068,2.10089,1.4963,-11.4323
12.01,1.04793,-0.421569,-23.326,-11.0588,7.9464,2.05527,1.47501,-11.3843
12.02,1.04437,-0.290818,-23.4381,-11.356,8.00384,1.99019,1.46522,-11.3257
12.03,1.04209,-0.16819,-23.5532,-11.6574,8.05928,1.90286,1.47064,-11.255
12.035,1.04139,-0.11214,-23.6118,-11.8044,8.10728,1.7936,1.49337,-11.1714
12.04,1.04096,-0.0610572,-23.6712,-11.9453,8.12632,1.7339,1.50946,-11.1248
12.045,1.04077,-0.0161814,-23.7313,-12.0768,8.14069,1.67615,1.52457,-11.0755
12.05,1.04078,0.0211786,-23.792,-12.1955,8.14934,1.62874,1.53165,-11.0241
12.055,1.04096,0.0497061,-23.8532,-12.2979,8.15121,1.60435,1.51971,-10.972
12.06,1.04126,0.0681574,-23.9149,-12.3805,8.14537,1.61745,1.47653,-10.9209
12.065,1.04163,0.0754539,-23.977,-12.4404,8.13109,1.67716,1.39565,-10.8732
12.075,1.04231,0.0536338,-24.1017,-12.4839,8.10793,1.78073,1.28284,-10.8319
12.08,1.04251,0.0239276,-24.1641,-12.4658,8.03551,2.06504,1.02665,-10.7812
12.085,1.04253,-0.0180555,-24.2263,-12.4219,7.98782,2.21782,0.914064,-10.7764
12.09,1.04231,-0.0716665,-24.2882,-12.3538,7.93444,2.36534,0.823103,-10.786
12.095,1.0418,-0.135961,-24.3498,-12.2642,7.87745,2.50256,0.755582,-10.8087
12.1,1.04094,-0.209788,-24.4108,-12.1562,7.81921,2.62643,0.709999,-10.8418
12.105,1.03969,-0.291876,-24.4713,-12.033,7.76217,2.73512,0.683194,-10.8825
12.11,1.03801,-0.380929,-24.5312,-11.898,7.70858,2.82765,0.671536,-10.9277
12.115,1.03587,-0.475684,-24.5903,-11.7544,7.66026,2.90375,0.6716,-10.9752
12.125,1.03011,-0.677731,-24.7063,-11.4521,7.61843,2.96382,0.680464,-11.023
12.135,1.02228,-0.890121,-24.8193,-11.1437,7.55584,3.04042,0.715682,-11.1153
12.145,1.0123,-1.10699,-24.9292,-10.8405,7.51889,3.07025,0.763971,-11.1993
12.155,1.00014,-1.32426,-25.0362,-10.5481,7.50098,3.06824,0.817571,-11.2732
12.165,0.985818,-1.53912,-25.1402,-10.2687,7.49508,3.04737,0.87198,-11.3373
12.175,0.96937,-1.74969,-25.2416,-10.0018,7.49565,3.01727,0.924576,-11.3923
12.185,0.950843,-1.95462,-25.3403,-9.74538,7.49885,2.98443,0.97383,-11.4391
12.195,0.9303,-2.15294,-25.4365,-9.49689,7.50218,2.95305,1.01885,-11.4785
12.205,0.907809,-2.34383,-25.5303,-9.25334,7.50405,2.92571,1.05915,-11.5113
12.215,0.88345,-2.52663,-25.6216,-9.0117,7.50347,2.90396,1.09445,-11.5381
12.225,0.857306,-2.70074,-25.7105,-8.76909,7.49985,2.88862,1.12465,-11.5595
12.235,0.829466,-2.8656,-25.797,-8.52284,7.4929,2.88004,1.14978,-11.576
12.245,0.800026,-3.02074,-25.8809,-8.27059,7.48251,2.87818,1.16991,-11.5881
12.255,0.769085,-3.16572,-25.9623,-8.01028,7.4688,2.88273,1.18522,-11.596
12.265,0.736747,-3.3002,-26.0411,-7.74022,7.45202,2.89316,1.19594,-11.6003
12.275,0.703117,-3.4239,-26.1171,-7.45908,7.43258,2.90874,1.20236,-11.6013
12.285,0.668305,-3.53665,-26.1902,-7.16586,7.41099,2.92859,1.2048,-11.5993
12.295,0.632421,-3.63838,-26.2604,-6.85992,7.38789,2.95175,1.20363,-11.5947
12.305,0.595574,-3.72913,-26.3274,-6.54091,7.364,2.97716,1.19922,-11.5879
12.315,0.557874,-3.80905,-26.3912,-6.20882,7.34002,3.00378,1.19193,-11.5793
12.325,0.519428,-3.87838,-26.4515,-5.86387,7.31668,3.03061,1.18214,-11.569
12.335,0.480341,-3.93748,-26.5084,-5.50653,7.2946,3.05676,1.17018,-11.5574
12.345,0.440711,-3.98679,-26.5616,-5.13745,7.2743,3.0815,1.15634,-11.5449
12.355,0.400636,-4.02683,-26.6111,-4.75748,7.25613,3.1043,1.1409,-11.5315
12.375,0.319498,-4.08159,-26.6984,-3.96881,7.24029,3.12481,1.12408,-11.5175
12.395,0.237566,-4.10726,-26.7697,-3.14929,7.21566,3.15842,1.08693,-11.4881
12.415,0.15536,-4.11014,-26.8243,-2.30843,7.19969,3.18248,1.04582,-11.4572
12.435,0.073267,-4.09706,-26.8619,-1.45564,7.19129,3.19799,1.00114,-11.4248
12.455,-0.00846413,-4.07519,-26.8825,-0.599284,7.19042,3.20548,0.952975,-11.3906
12.475,-0.0897305,-4.05181,-26.8859,0.254322,7.19894,3.20426,0.901461,-11.3545
12.495,-0.170575,-4.0342,-26.8723,1.10187,7.22094,3.19217,0.847119,-11.3168
12.515,-0.251184,-4.02941,-26.8419,1.94391,7.26226,3.16591,0.791312,-11.2789
12.535,-0.331882,-4.04419,-26.7946,2.78518,7.32883,3.12227,0.736737,-11.243
12.545,-0.372402,-4.06087,-26.7646,3.20805,7.42402,3.05991,0.687983,-11.2122
12.555,-0.413123,-4.08468,-26.7304,3.63403,7.48192,3.0222,0.667928,-11.1997
12.565,-0.454121,-4.11616,-26.6919,4.06428,7.5455,2.98081,0.652358,-11.1897
12.575,-0.495473,-4.15569,-26.6491,4.49963,7.61315,2.93641,0.642904,-11.1823
12.585,-0.537262,-4.2033,-26.6019,4.94011,7.68249,2.88965,0.641736,-11.1779
12.595,-0.579565,-4.25852,-26.5503,5.3843,7.75028,2.84099,0.651825,-11.1764
12.605,-0.622453,-4.32005,-26.4942,5.8284,7.812,2.79049,0.677383,-11.1778
12.615,-0.665979,-4.38541,-26.4337,6.26497,7.86147,2.73741,0.724558,-11.1819
12.625,-0.710161,-4.45053,-26.369,6.68148,7.89028,2.67946,0.802582,-11.1884
12.63,-0.732491,-4.48119,-26.3351,6.87665,7.88718,2.61117,0.925819,-11.1969
12.635,-0.754969,-4.50939,-26.3002,7.05936,7.8694,2.56961,1.01121,-11.2018
12.64,-0.777579,-4.5341,-26.2645,7.22641,7.83835,2.5195,1.11783,-11.207
12.645,-0.800302,-4.55423,-26.228,7.37442,7.79248,2.45598,1.25156,-11.2124
12.65,-0.823112,-4.5687,-26.1908,7.50001,7.73109,2.37104,1.42052,-11.218
12.655,-0.845978,-4.5765,-26.1531,7.60005,7.65566,2.25155,1.63577,-11.2237
12.66,-0.868864,-4.57676,-26.1149,7.67189,7.57205,2.07915,1.90925,-11.2294
12.67,-0.914539,-4.55244,-26.0378,7.72439,7.49375,1.85133,2.22948,-11.2349
12.675,-0.937242,-4.5275,-25.9992,7.70428,7.44133,1.85746,2.29248,-11.2453
12.68,-0.9598,-4.49436,-25.9608,7.65455,7.49428,2.1218,1.97742,-11.25
12.685,-0.982173,-4.45364,-25.9227,7.5774,7.58477,2.31026,1.69661,-11.2542
12.69,-1.00433,-4.40618,-25.885,7.4758,7.68926,2.42112,1.47552,-11.258
12.695,-1.02623,-4.353,-25.848,7.35322,7.79085,2.48238,1.30336,-11.2612
12.7,-1.04785,-4.29517,-25.8115,7.21336,7.8812,2.51443,1.16848,-11.2638
12.705,-1.06917,-4.2338,-25.7759,7.05991,7.9576,2.52915,1.06219,-11.2659
12.71,-1.09018,-4.16989,-25.741,6.89637,8.02022,2.53318,0.978153,-11.2675
12.72,-1.13122,-4.03808,-25.6737,6.55125,8.07048,2.53025,0.91173,-11.2685
12.73,-1.17094,-3.90569,-25.61,6.1983,8.14129,2.51125,0.818411,-11.2689
12.74,-1.20935,-3.7767,-25.5497,5.85129,8.18416,2.48109,0.762347,-11.2676
12.75,-1.24649,-3.65343,-25.4929,5.51852,8.21038,2.44349,0.730962,-11.2647
12.76,-1.28244,-3.53702,-25.4393,5.20438,8.22787,2.40043,0.716013,-11.2608
12.77,-1.31726,-3.42782,-25.3887,4.91067,8.24185,2.35324,0.711998,-11.2559
12.78,-1.35102,-3.32572,-25.341,4.63762,8.25552,2.30302,0.715203,-11.2506
12.79,-1.3838,-3.23033,-25.2959,4.38459,8.2707,2.25072,0.72311,-11.2448
12.8,-1.41565,-3.14112,-25.2533,4.15049,8.28829,2.19718,0.734006,-11.2389
12.82,-1.47682,-2.97901,-25.1745,3.73389,8.30861,2.14314,0.746726,-11.2329
12.84,-1.53493,-2.83492,-25.1035,3.37774,8.35721,2.03584,0.774722,-11.2211
12.86,-1.59031,-2.70494,-25.0391,3.07325,8.41449,1.93241,0.803382,-11.2097
12.88,-1.6432,-2.5858,-24.9803,2.81345,8.47767,1.83494,0.831044,-11.1988
12.9,-1.69379,-2.47482,-24.9263,2.59292,8.54419,1.74443,0.856987,-11.1883
12.92,-1.74223,-2.36986,-24.8763,2.40747,8.61201,1.66116,0.88089,-11.178
12.94,-1.78862,-2.26921,-24.8298,2.25381,8.6796,1.58501,0.902597,-11.1676
12.96,-1.83302,-2.17153,-24.786,2.12919,8.74588,1.51559,0.922016,-11.1568
12.98,-1.87549,-2.07578,-24.7444,2.03122,8.81005,1.45243,0.939103,-11.1455
13.02,-1.95474,-1.88721,-24.666,1.9061,8.87151,1.39503,0.953881,-11.1336
13.04,-1.99155,-1.79356,-24.6282,1.8743,8.98432,1.29558,0.977144,-11.1078
13.06,-2.02648,-1.7001,-24.5909,1.85963,9.03468,1.25269,0.986338,-11.094
13.08,-2.05955,-1.60689,-24.5537,1.85929,9.08024,1.21386,0.994696,-11.08
13.1,-2.09076,-1.51415,-24.5164,1.87029,9.12032,1.17878,1.00306,-11.0661
13.12,-2.12012,-1.42221,-24.4788,1.88945,9.15416,1.14719,1.01244,-11.0527
13.16,-2.1734,-1.2426,-24.4023,1.93912,9.18095,1.11886,1.024,-11.0404
13.2,-2.21965,-1.07203,-24.3238,1.98287,9.21025,1.07143,1.05845,-11.0215
13.24,-2.25933,-0.914008,-24.244,1.99945,9.20322,1.03586,1.11548,-11.0149
13.26,-2.27687,-0.840366,-24.2041,1.99295,9.15854,1.01252,1.20128,-11.0263
13.28,-2.29297,-0.770384,-24.1644,1.97525,9.12313,1.00575,1.25543,-11.0403
13.3,-2.3077,-0.703951,-24.1252,1.94603,9.08029,1.00242,1.31643,-11.0602
13.32,-2.32115,-0.640839,-24.0866,1.90543,9.03139,1.0026,1.3832,-11.086
13.34,-2.33336,-0.580734,-24.049,1.85394,8.97804,1.00624,1.45427,-11.1173
13.36,-2.34439,-0.523262,-24.0125,1.79232,8.922,1.01313,1.52794,-11.1534
13.4,-2.36313,-0.414596,-23.9437,1.64247,8.86508,1.02285,1.60249,-11.1936
13.44,-2.37764,-0.311682,-23.8815,1.46383,8.75549,1.04806,1.7484,-11.2826
13.48,-2.3881,-0.211792,-23.8269,1.26405,8.66096,1.07488,1.88403,-11.3779
13.52,-2.39459,-0.112834,-23.7806,1.04977,8.58855,1.09572,2.0076,-11.4748
13.56,-2.39712,-0.0133456,-23.743,0.826564,8.54021,1.10492,2.12157,-11.5707
13.6,-2.39564,0.087629,-23.7145,0.599233,8.51405,1.10005,2.22977,-11.6641
13.64,-2.39008,0.190695,-23.6951,0.37205,8.50627,1.08201,2.33505,-11.7546
13.68,-2.38035,0.296268,-23.6847,0.149046,8.51271,1.05483,2.43761,-11.842
13.72,-2.36634,0.404722,-23.6831,-0.0658146,8.52974,1.02623,2.53355,-11.9267
13.76,-2.34793,0.51652,-23.6898,-0.268496,8.55457,1.00837,2.61374,-12.0088
13.8,-2.32497,0.632326,-23.7043,-0.454816,8.58531,1.01673,2.66472,-12.0886
13.84,-2.29728,0.753076,-23.7259,-0.620443,8.62084,1.06426,2.67462,-12.1664
13.88,-2.26464,0.879995,-23.7536,-0.761022,8.66072,1.15259,2.64187,-12.2421
13.92,-2.22678,1.01453,-23.7864,-0.872551,8.70493,1.26917,2.57811,-12.3158
13.96,-2.18336,1.15813,-23.823,-0.952159,8.75361,1.39391,2.50156,-12.3869
14,-2.13399,1.31189,-23.8621,-0.999433,8.8067,1.50695,2.4294,-12.4546
14.02,-2.10695,1.39271,-23.8823,-1.01193,8.86352,1.59182,2.37504,-12.5176
14.04,-2.07827,1.47606,-23.9026,-1.01826,8.89277,1.61945,2.35791,-12.5468
14.06,-2.04789,1.56174,-23.923,-1.01989,8.92208,1.63526,2.3491,-12.5741
14.08,-2.01578,1.64946,-23.9434,-1.0188,8.95089,1.63794,2.34986,-12.5994
14.1,-1.9819,1.73879,-23.9637,-1.01747,8.97848,1.6263,2.3615,-12.6223
14.12,-1.94622,1.82922,-23.9841,-1.01886,9.00401,1.59918,2.38551,-12.6427
14.14,-1.90873,1.92016,-24.0045,-1.02635,9.02646,1.55547,2.42356,-12.6606
14.16,-1.86942,2.01094,-24.0252,-1.04365,9.04477,1.49411,2.47744,-12.6757
14.2,-1.78539,2.18949,-24.0683,-1.12334,9.05784,1.41433,2.54885,-12.6883
14.22,-1.74073,2.27613,-24.0914,-1.19349,9.0648,1.20412,2.74339,-12.7068
14.24,-1.69436,2.36051,-24.1162,-1.28861,9.05806,1.09024,2.85122,-12.7136
14.26,-1.64633,2.44256,-24.1432,-1.41174,9.04555,1.0062,2.93017,-12.7195
14.28,-1.59667,2.52248,-24.1729,-1.56534,9.02987,0.99948,2.93103,-12.7253
14.3,-1.54544,2.60088,-24.206,-1.75126,9.0156,1.09162,2.82885,-12.732
14.32,-1.49264,2.67877,-24.2431,-1.97083,9.00923,1.24573,2.65542,-12.7404
14.34,-1.43828,2.75765,-24.285,-2.22504,9.01791,1.40778,2.45924,-12.7516
14.36,-1.38232,2.83949,-24.3324,-2.51492,9.04705,1.54574,2.26881,-12.7663
14.38,-1.32466,2.92682,-24.3859,-2.84201,9.09803,1.65031,2.09416,-12.7854
